Record,SppNumb,Species,Length_mm,Weight_g,Length_in,Weight_lbs,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2OTempF,H2OTempC,NetNumb,NetCount,ConditionFultonsK,ConditionFiltered,Strategy,Length_cm,100mmGroup
102133,5,BULL,725,3865,28.54,8.51,NA,NA,5,16,2011,5/16/2011,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,48,NA,5,NA,101.42,TRUE,Mainstem,72,700
101583,5,BULL,813,NA,32.01,NA,NA,NA,5,16,2011,5/16/2011,Koocanusa,Rexford,1,live release,North Point Young,17,2,NA,Spring,NA,NA,NA,48,NA,12,NA,NA,FALSE,Mainstem,81,800
103896,5,BULL,208,69,8.19,0.15,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,60,NA,5,NA,76.68,TRUE,Mainstem,20,200
103166,5,BULL,211,72,8.31,0.16,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,60,NA,6,NA,76.65,TRUE,Mainstem,21,200
103529,5,BULL,212,70,8.35,0.15,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,60,NA,8,NA,73.47,TRUE,Mainstem,21,200
103375,5,BULL,223,84,8.78,0.19,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,75.75,TRUE,Mainstem,22,200
103167,5,BULL,278,186,10.94,0.41,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,60,NA,6,NA,86.57,TRUE,Mainstem,27,200
103852,5,BULL,279,NA,10.98,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,South Black Lake,2,2,NA,Spring,NA,NA,NA,60,NA,2,NA,NA,FALSE,Mainstem,27,200
103897,5,BULL,287,192,11.3,0.42,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,60,NA,5,NA,81.22,TRUE,Mainstem,28,200
103677,5,BULL,288,197,11.34,0.43,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,60,NA,18,NA,82.47,TRUE,Mainstem,28,200
103898,5,BULL,299,200,11.77,0.44,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,60,NA,5,NA,74.82,TRUE,Mainstem,29,200
103851,5,BULL,303,264,11.93,0.58,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,60,NA,2,NA,94.9,TRUE,Mainstem,30,300
103170,5,BULL,305,NA,12.01,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,60,NA,6,NA,NA,FALSE,Mainstem,30,300
103246,5,BULL,305,NA,12.01,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,Mid Sophie,15,2,NA,Spring,NA,NA,NA,60,NA,15,NA,NA,FALSE,Mainstem,30,300
103784,5,BULL,340,286,13.39,0.63,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,Sandhill,19,2,NA,Spring,NA,NA,NA,60,NA,19,NA,72.77,TRUE,Mainstem,34,300
103381,5,BULL,356,NA,14.02,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,NA,FALSE,Mainstem,35,300
103376,5,BULL,357,367,14.06,0.81,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,80.66,TRUE,Mainstem,35,300
103676,5,BULL,371,458,14.61,1.01,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,60,NA,18,NA,89.69,TRUE,Mainstem,37,300
104075,5,BULL,372,465,14.65,1.02,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,60,NA,7,NA,90.33,TRUE,Mainstem,37,300
103169,5,BULL,381,NA,15,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,60,NA,6,NA,NA,FALSE,Mainstem,38,300
104076,5,BULL,385,414,15.16,0.91,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,60,NA,7,NA,72.55,TRUE,Mainstem,38,300
103317,5,BULL,386,498,15.2,1.1,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,60,NA,3,NA,86.59,TRUE,Mainstem,38,300
103377,5,BULL,403,651,15.87,1.43,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,99.46,TRUE,Mainstem,40,400
103247,5,BULL,406,NA,15.98,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,Mid Sophie,15,2,NA,Spring,NA,NA,NA,60,NA,15,NA,NA,FALSE,Mainstem,40,400
103418,5,BULL,406,NA,15.98,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,60,NA,13,NA,NA,FALSE,Mainstem,40,400
103786,5,BULL,406,NA,15.98,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,Sandhill,19,2,NA,Spring,NA,NA,NA,60,NA,19,NA,NA,FALSE,Mainstem,40,400
103319,5,BULL,410,636,16.14,1.4,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,60,NA,3,NA,92.28,TRUE,Mainstem,41,400
104000,5,BULL,420,663,16.54,1.46,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,60,NA,14,NA,89.49,TRUE,Mainstem,42,400
103168,5,BULL,424,685,16.69,1.51,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,60,NA,6,NA,89.87,TRUE,Mainstem,42,400
103853,5,BULL,432,NA,17.01,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,South Black Lake,2,2,NA,Spring,NA,NA,NA,60,NA,2,NA,NA,FALSE,Mainstem,43,400
103675,5,BULL,435,797,17.13,1.76,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,60,NA,18,NA,96.83,TRUE,Mainstem,43,400
103415,5,BULL,437,750,17.2,1.65,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,60,NA,13,NA,89.87,TRUE,Mainstem,43,400
103318,5,BULL,440,774,17.32,1.7,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,60,NA,3,NA,90.86,TRUE,Mainstem,44,400
103785,5,BULL,470,1006,18.5,2.22,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,Sandhill,19,2,NA,Spring,NA,NA,NA,60,NA,19,NA,96.9,TRUE,Mainstem,47,400
104078,5,BULL,483,NA,19.02,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,South Tobacco,7,2,NA,Spring,NA,NA,NA,60,NA,7,NA,NA,FALSE,Mainstem,48,400
104003,5,BULL,508,NA,20,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,South Sophie,14,2,NA,Spring,NA,NA,NA,60,NA,14,NA,NA,FALSE,Mainstem,50,500
104077,5,BULL,511,1461,20.12,3.22,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,60,NA,7,NA,109.49,TRUE,Mainstem,51,500
103416,5,BULL,513,1277,20.2,2.81,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,60,NA,13,NA,94.59,TRUE,Mainstem,51,500
103320,5,BULL,525,1480,20.67,3.26,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,60,NA,3,NA,102.28,TRUE,Mainstem,52,500
104002,5,BULL,559,NA,22.01,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,South Sophie,14,2,NA,Spring,NA,NA,NA,60,NA,14,NA,NA,FALSE,Mainstem,55,500
103321,5,BULL,560,1964,22.05,4.33,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,60,NA,3,NA,111.83,TRUE,Mainstem,56,500
103674,5,BULL,583,2098,22.95,4.62,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,60,NA,18,NA,105.88,TRUE,Mainstem,58,500
103380,5,BULL,584,NA,22.99,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,NA,FALSE,Mainstem,58,500
103378,5,BULL,602,2688,23.7,5.92,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,123.21,TRUE,Mainstem,60,600
103379,5,BULL,610,NA,24.02,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,NA,FALSE,Mainstem,61,600
103531,5,BULL,610,NA,24.02,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,60,NA,8,NA,NA,FALSE,Mainstem,61,600
103999,5,BULL,625,2994,24.61,6.59,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,60,NA,14,NA,122.63,TRUE,Mainstem,62,600
103672,5,BULL,627,2767,24.69,6.09,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,60,NA,18,NA,112.26,TRUE,Mainstem,62,600
103417,5,BULL,635,NA,25,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,60,NA,13,NA,NA,FALSE,Mainstem,63,600
103171,5,BULL,660,NA,25.98,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,60,NA,6,NA,NA,FALSE,Mainstem,66,600
103322,5,BULL,660,2806,25.98,6.18,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,60,NA,3,NA,97.6,TRUE,Mainstem,66,600
103323,5,BULL,660,NA,25.98,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Black Lake,3,2,NA,Spring,NA,NA,NA,60,NA,3,NA,NA,FALSE,Mainstem,66,600
103673,5,BULL,667,2690,26.26,5.93,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,60,NA,18,NA,90.65,TRUE,Mainstem,66,600
103530,5,BULL,691,3601,27.2,7.93,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,60,NA,8,NA,109.14,TRUE,Mainstem,69,600
103382,5,BULL,711,NA,27.99,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North Point Dodge,10,2,NA,Spring,NA,NA,NA,60,NA,10,NA,NA,FALSE,Mainstem,71,700
103714,5,BULL,735,3620,28.94,7.97,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North of North Point Tobacco,9,2,NA,Spring,NA,NA,NA,60,NA,9,NA,91.17,TRUE,Mainstem,73,700
103671,5,BULL,750,3560,29.53,7.84,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,60,NA,18,NA,84.39,TRUE,Mainstem,75,700
104001,5,BULL,777,4897,30.59,10.79,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,60,NA,14,NA,104.39,TRUE,Mainstem,77,700
103715,5,BULL,787,NA,30.98,NA,NA,NA,5,14,2012,5/14/2012,Koocanusa,Rexford,1,live release,North of North Point Tobacco,9,2,NA,Spring,NA,NA,NA,60,NA,9,NA,NA,FALSE,Mainstem,78,700
104969,5,BULL,212,72,8.35,0.16,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,75.57,TRUE,Mainstem,21,200
105248,5,BULL,215,75,8.46,0.17,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,75.47,TRUE,Mainstem,21,200
105496,5,BULL,215,78,8.46,0.17,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,55,NA,18,NA,78.48,TRUE,Mainstem,21,200
104968,5,BULL,223,82,8.78,0.18,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,73.94,TRUE,Mainstem,22,200
104970,5,BULL,225,87,8.86,0.19,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,76.38,TRUE,Mainstem,22,200
105012,5,BULL,259,134,10.2,0.3,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,North Black Lake,3,2,NA,Spring,NA,NA,NA,55,NA,3,NA,77.13,TRUE,Mainstem,25,200
105422,5,BULL,264,146,10.39,0.32,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,North Point Young,17,2,NA,Spring,NA,NA,NA,55,NA,17,NA,79.35,TRUE,Mainstem,26,200
105818,5,BULL,275,180,10.83,0.4,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South Tobacco,7,2,NA,Spring,NA,NA,NA,55,NA,7,NA,86.55,TRUE,Mainstem,27,200
104855,5,BULL,277,176,10.91,0.39,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,55,NA,6,NA,82.81,TRUE,Mainstem,27,200
104971,5,BULL,278,144,10.94,0.32,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,67.02,TRUE,Mainstem,27,200
105791,5,BULL,282,186,11.1,0.41,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South Sophie,14,2,NA,Spring,NA,NA,NA,55,NA,14,NA,82.94,TRUE,Mainstem,28,200
105817,5,BULL,285,206,11.22,0.45,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South Tobacco,7,2,NA,Spring,NA,NA,NA,55,NA,7,NA,88.99,TRUE,Mainstem,28,200
105819,5,BULL,286,176,11.26,0.39,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South Tobacco,7,2,NA,Spring,NA,NA,NA,55,NA,7,NA,75.23,TRUE,Mainstem,28,200
105339,5,BULL,294,210,11.57,0.46,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,55,NA,8,NA,82.64,TRUE,Mainstem,29,200
105011,5,BULL,310,238,12.2,0.52,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,North Black Lake,3,2,NA,Spring,NA,NA,NA,55,NA,3,NA,79.89,TRUE,Mainstem,31,300
105611,5,BULL,310,262,12.2,0.58,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South Black Lake,2,2,NA,Spring,NA,NA,NA,55,NA,2,NA,87.95,TRUE,Mainstem,31,300
105497,5,BULL,312,280,12.28,0.62,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,55,NA,18,NA,92.19,TRUE,Mainstem,31,300
105498,5,BULL,315,226,12.4,0.5,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,55,NA,18,NA,72.31,TRUE,Mainstem,31,300
105820,5,BULL,315,264,12.4,0.58,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South Tobacco,7,2,NA,Spring,NA,NA,NA,55,NA,7,NA,84.46,TRUE,Mainstem,31,300
105499,5,BULL,328,294,12.91,0.65,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,55,NA,18,NA,83.32,TRUE,Mainstem,32,300
105715,5,BULL,336,292,13.23,0.64,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,55,NA,5,NA,76.98,TRUE,Mainstem,33,300
105340,5,BULL,337,322,13.27,0.71,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,55,NA,8,NA,84.13,TRUE,Mainstem,33,300
105249,5,BULL,343,343,13.5,0.76,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,85,TRUE,Mainstem,34,300
105714,5,BULL,345,334,13.58,0.74,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,55,NA,5,NA,81.34,TRUE,Mainstem,34,300
105251,5,BULL,347,351,13.66,0.77,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,84.01,TRUE,Mainstem,34,300
105821,5,BULL,349,356,13.74,0.78,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South Tobacco,7,2,NA,Spring,NA,NA,NA,55,NA,7,NA,83.75,TRUE,Mainstem,34,300
104972,5,BULL,351,163,13.82,0.36,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,37.69,FALSE,Mainstem,35,300
105250,5,BULL,351,371,13.82,0.82,Male,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,85.79,TRUE,Mainstem,35,300
105170,5,BULL,352,414,13.86,0.91,Male,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,55,NA,10,NA,94.92,TRUE,Mainstem,35,300
105167,5,BULL,370,420,14.57,0.93,Male,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,55,NA,10,NA,82.92,TRUE,Mainstem,37,300
105010,5,BULL,378,472,14.88,1.04,Male,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,55,NA,3,NA,87.39,TRUE,Mainstem,37,300
105257,5,BULL,381,NA,15,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,NA,FALSE,Mainstem,38,300
105104,5,BULL,382,506,15.04,1.11,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North of North Point Tobacco,9,2,NA,Spring,NA,NA,NA,55,NA,9,NA,90.77,TRUE,Mainstem,38,300
105716,5,BULL,387,542,15.24,1.19,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,55,NA,5,NA,93.51,TRUE,Mainstem,38,300
105171,5,BULL,390,566,15.35,1.25,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,55,NA,10,NA,95.42,TRUE,Mainstem,39,300
104856,5,BULL,395,524,15.55,1.15,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,55,NA,6,NA,85.02,TRUE,Mainstem,39,300
104973,5,BULL,408,519,16.06,1.14,NA,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,immature,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,76.42,TRUE,Mainstem,40,400
105169,5,BULL,419,578,16.5,1.27,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,55,NA,10,NA,78.58,TRUE,Mainstem,41,400
104974,5,BULL,425,639,16.73,1.41,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,83.24,TRUE,Mainstem,42,400
105528,5,BULL,426,600,16.77,1.32,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,Sandhill,19,2,NA,Spring,NA,NA,NA,55,NA,19,NA,77.61,TRUE,Mainstem,42,400
104857,5,BULL,430,724,16.93,1.59,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,55,NA,6,NA,91.06,TRUE,Mainstem,43,400
105256,5,BULL,457,NA,17.99,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,NA,FALSE,Mainstem,45,400
105252,5,BULL,462,815,18.19,1.8,Male,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,82.65,TRUE,Mainstem,46,400
105253,5,BULL,500,1043,19.69,2.3,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,83.44,TRUE,Mainstem,50,500
105423,5,BULL,504,1170,19.84,2.58,Male,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Young,17,2,NA,Spring,NA,NA,NA,55,NA,17,NA,91.39,TRUE,Mainstem,50,500
105500,5,BULL,522,1402,20.55,3.09,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,55,NA,18,NA,98.57,TRUE,Mainstem,52,500
105425,5,BULL,533,NA,20.98,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Point Young,17,2,NA,Spring,NA,NA,NA,55,NA,17,NA,NA,FALSE,Mainstem,53,500
105009,5,BULL,584,NA,22.99,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Black Lake,3,2,NA,Spring,NA,NA,NA,55,NA,3,NA,NA,FALSE,Mainstem,58,500
105424,5,BULL,641,2901,25.24,6.39,Male,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Young,17,2,NA,Spring,NA,NA,NA,55,NA,17,NA,110.15,TRUE,Mainstem,64,600
104858,5,BULL,660,NA,25.98,NA,NA,live release,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,55,NA,6,NA,NA,FALSE,Mainstem,66,600
105255,5,BULL,660,NA,25.98,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,NA,FALSE,Mainstem,66,600
105822,5,BULL,662,2662,26.06,5.86,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,55,NA,7,NA,91.76,TRUE,Mainstem,66,600
105173,5,BULL,686,NA,27.01,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Point Dodge,10,2,NA,Spring,NA,NA,NA,55,NA,10,NA,NA,FALSE,Mainstem,68,600
105792,5,BULL,693,3076,27.28,6.78,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,55,NA,14,NA,92.42,TRUE,Mainstem,69,600
105341,5,BULL,700,3652,27.56,8.04,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,55,NA,8,NA,106.47,TRUE,Mainstem,70,700
104967,5,BULL,737,NA,29.02,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,Mid Sophie,15,2,NA,Spring,NA,NA,NA,55,NA,15,NA,NA,FALSE,Mainstem,73,700
105254,5,BULL,737,NA,29.02,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,55,NA,13,NA,NA,FALSE,Mainstem,73,700
105612,5,BULL,750,3934,29.53,8.67,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,55,NA,2,NA,93.25,TRUE,Mainstem,75,700
105172,5,BULL,762,NA,30,NA,NA,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,live release,North Point Dodge,10,2,NA,Spring,NA,NA,NA,55,NA,10,NA,NA,FALSE,Mainstem,76,700
105168,5,BULL,771,3990,30.35,8.79,Female,NA,5,13,2013,5/13/2013,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,55,NA,10,NA,87.06,TRUE,Mainstem,77,700
107564,5,BULL,176,NA,6.93,NA,NA,NA,5,19,2014,5/19/2014,Koocanusa,Rexford,1,live release,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,14,NA,NA,FALSE,Mainstem,17,100
